,id,results,revisions,comments,inline_comments,status,is_accepted,url,commit_message,exist_target_file,added_satd,is_added_satd,deleted_satd,is_deleted_satd,added_and_deleted_satd
121,585,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/exception.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/585,add an exception for libvirt volume driver,True,{},False,{},False,{}
122,586,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/db/sqlalchemy/migrate_repo/versions/039_kill_export_devices.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/db/sqlalchemy/migrate_repo/versions/040_add_connection_info_to_block_device_mapping.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/586,renumber migration scripts,True,{},False,{},False,{}
123,578,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [{'start_line': 0, 'end_line': 0, 'comment': '# vim: tabstop=4 shiftwidth=4 softtabstop=4', 'include_SATD': False}, {'start_line': 2, 'end_line': 15, 'comment': '# Copyright 2011 OpenStack LLC. # All Rights Reserved. # #    Licensed under the Apache License, Version 2.0 (the ""License""); you may #    not use this file except in compliance with the License. You may obtain #    a copy of the License at # #         httpwww.apache.org/licenses/LICENSE-2.0 # #    Unless required by applicable law or agreed to in writing, software #    distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT #    WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the #    License for the specific language governing permissions and limitations #    under the License.from sqlalchemy import *', 'include_SATD': False}], 'filename': 'nova/db/sqlalchemy/migrate_repo/versions/038_add_device_path_to_block_device_mapping.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/db/sqlalchemy/models.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/578,Adding a migration file to add a device_path field to block_device_mapping.,True,{},False,{},False,{}
124,577,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [{'start_line': 471, 'end_line': 471, 'comment': ""# dur, it's information about the connection!  "", 'include_SATD': False}], 'filename': 'nova/db/sqlalchemy/models.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/577,Adding new field to the block_device_mapping model.,True,{},False,{},False,{}
125,579,"[{'revision': 1, 'changed_files': [{'a_comments': [{'start_line': 1288, 'end_line': 1288, 'comment': '# FIXME(vish): why do we need dev_path?', 'include_SATD': True}, {'start_line': 1350, 'end_line': 1351, 'comment': '# NOTE(vish): we could also store the connection info in the #             bdm table', 'include_SATD': False}, {'start_line': 1675, 'end_line': 1677, 'comment': '# Block migration needs empty image at destination host # before migration starts, so if any failure occurs, # any empty images has to be deleted.', 'include_SATD': False}], 'b_comments': [], 'filename': 'nova/compute/manager.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/connection.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/579,more decoupling,True,{},False,{'# FIXME(vish): why do we need dev_path?': 1},True,{}
126,580,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [{'start_line': 446, 'end_line': 447, 'comment': '# TODO(GRUE): return the dict of love. # return mount_device', 'include_SATD': True}, {'start_line': 492, 'end_line': 492, 'comment': '#return ""/dev/disk/by-path/volume-id-%d"" % volume[\'id\']', 'include_SATD': False}, {'start_line': 494, 'end_line': 495, 'comment': '# TODO(GRUE): return the dict of love. # return mount_device', 'include_SATD': True}, {'start_line': 572, 'end_line': 572, 'comment': '# return ""rbd:%s/%s"" % (FLAGS.rbd_pool, volume[\'name\'])', 'include_SATD': False}, {'start_line': 574, 'end_line': 575, 'comment': '# TODO(GRUE): return the dict of love. # return mount_device', 'include_SATD': True}, {'start_line': 647, 'end_line': 647, 'comment': '# return ""sheepdog:%s"" % volume[\'name\']', 'include_SATD': False}, {'start_line': 649, 'end_line': 650, 'comment': '# TODO(GRUE): return the dict of love. # return mount_device', 'include_SATD': True}], 'filename': 'nova/volume/driver.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/580,WIP changes being handed off to vish.,True,{'# TODO(GRUE): return the dict of love. # return mount_device': 1},True,{},False,{}
127,581,"[{'revision': 1, 'changed_files': [{'a_comments': [{'start_line': 446, 'end_line': 447, 'comment': '# TODO(GRUE): return the dict of love. # return mount_device', 'include_SATD': True}, {'start_line': 492, 'end_line': 492, 'comment': '#return ""/dev/disk/by-path/volume-id-%d"" % volume[\'id\']', 'include_SATD': False}, {'start_line': 494, 'end_line': 495, 'comment': '# TODO(GRUE): return the dict of love. # return mount_device', 'include_SATD': True}, {'start_line': 572, 'end_line': 572, 'comment': '# return ""rbd:%s/%s"" % (FLAGS.rbd_pool, volume[\'name\'])', 'include_SATD': False}, {'start_line': 574, 'end_line': 575, 'comment': '# TODO(GRUE): return the dict of love. # return mount_device', 'include_SATD': True}, {'start_line': 647, 'end_line': 647, 'comment': '# return ""sheepdog:%s"" % volume[\'name\']', 'include_SATD': False}, {'start_line': 649, 'end_line': 650, 'comment': '# TODO(GRUE): return the dict of love. # return mount_device', 'include_SATD': True}], 'b_comments': [], 'filename': 'nova/volume/driver.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/581,finish rewriting initialize and terminate,True,{},False,{'# TODO(GRUE): return the dict of love. # return mount_device': 1},True,{}
128,590,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/test_xenapi.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/xenapi/volume_utils.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/xenapi/volumeops.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/volume/driver.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/590,fix xen tests/code,True,{},False,{},False,{}
129,582,"[{'revision': 1, 'changed_files': [{'a_comments': [{'start_line': 384, 'end_line': 386, 'comment': ""# NOTE(vish): This is called to cleanup volumes after live migration, #             so we should still logout even if the instance doesn't #             exist here anymore."", 'include_SATD': False}], 'b_comments': [], 'filename': 'nova/virt/libvirt/connection.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/582,split out code into driver classes,True,{},False,{},False,{}
130,583,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [{'start_line': 1559, 'end_line': 1561, 'comment': ""# NOTE(vish): We don't want to actually mark the volume #             attached, jus remove the connection from #             this host."", 'include_SATD': False}], 'filename': 'nova/compute/manager.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/connection.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/583,continue to cleanup volume attach code,True,{},False,{},False,{}
131,584,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/driver.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/fake.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/hyperv.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/vmwareapi_conn.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/xenapi/volume_utils.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/xenapi/volumeops.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/xenapi_conn.py'}, {'a_comments': [{'start_line': 424, 'end_line': 425, 'comment': '# The /dev/disk/by-path/... node is not always present immediately # TODO(justinsb): This retry-with-delay is a pattern, move to utils?', 'include_SATD': True}, {'start_line': 436, 'end_line': 436, 'comment': ""# The rescan isn't documented as being necessary(?), but it helps"", 'include_SATD': False}], 'b_comments': [], 'filename': 'nova/volume/driver.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/584,move login code to libvirt volume driver,True,{},False,"{'# The /dev/disk/by-path/... node is not always present immediately # TODO(justinsb): This retry-with-delay is a pattern, move to utils?': 1}",True,{}
132,594,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/connection.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/594,fix typo,True,{},False,{},False,{}
133,595,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/compute/api.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/595,"no need to terminate volumes from hostless instance.  If it has no host, they never got created",True,{},False,{},False,{}
134,597,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/volume.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/volume/manager.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/597,keep error traceback. Fixed double use of mount_device,True,{},False,{},False,{}
135,598,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/connection.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/598,missed one reference to connection,True,{},False,{},False,{}
136,587,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [{'start_line': 0, 'end_line': 0, 'comment': '# vim: tabstop=4 shiftwidth=4 softtabstop=4', 'include_SATD': False}, {'start_line': 2, 'end_line': 15, 'comment': '# Copyright 2011 OpenStack LLC. # All Rights Reserved. # #    Licensed under the Apache License, Version 2.0 (the ""License""); you may #    not use this file except in compliance with the License. You may obtain #    a copy of the License at # #         httpwww.apache.org/licenses/LICENSE-2.0 # #    Unless required by applicable law or agreed to in writing, software #    distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT #    WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the #    License for the specific language governing permissions and limitations #    under the License.', 'include_SATD': False}, {'start_line': 45, 'end_line': 47, 'comment': ""# NOTE(vish): This is called to cleanup volumes after live migration, #             so we should still logout even if the instance doesn't #             exist here anymore."", 'include_SATD': False}, {'start_line': 120, 'end_line': 121, 'comment': '# The /dev/disk/by-path/... node is not always present immediately # TODO(justinsb): This retry-with-delay is a pattern, move to utils?', 'include_SATD': True}, {'start_line': 132, 'end_line': 132, 'comment': ""# The rescan isn't documented as being necessary(?), but it helps"", 'include_SATD': False}], 'filename': 'nova/virt/libvirt/volume.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/587,add libvirt volume drivers,True,"{'# The /dev/disk/by-path/... node is not always present immediately # TODO(justinsb): This retry-with-delay is a pattern, move to utils?': 1}",True,{},False,{}
137,588,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/connection.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/volume.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/xenapi/volumeops.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/volume/api.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/volume/driver.py'}, {'a_comments': [{'start_line': 251, 'end_line': 251, 'comment': '# remove iptables rules', 'include_SATD': False}], 'b_comments': [], 'filename': 'nova/volume/manager.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/588,fix method signature typos,True,{},False,{},False,{}
138,589,"[{'revision': 1, 'changed_files': [{'a_comments': [{'start_line': 1311, 'end_line': 1314, 'comment': '# pylint: disable=W0702 # NOTE(vish): The inline callback eats the exception info so we #             log the traceback here and reraise the same #             ecxception below.', 'include_SATD': False}, {'start_line': 1560, 'end_line': 1561, 'comment': '#             attached, jus remove the connection from #             this host.', 'include_SATD': False}], 'b_comments': [{'start_line': 1301, 'end_line': 1304, 'comment': '# pylint: disable=W0702 # NOTE(vish): The inline callback eats the exception info so we #             log the traceback here and reraise the same #             ecxception below.', 'include_SATD': False}, {'start_line': 1573, 'end_line': 1574, 'comment': '#             detached, or delete the bdm, just remove the #             connection from this host.', 'include_SATD': False}], 'filename': 'nova/compute/manager.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/fake.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/hyperv.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/connection.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/volume.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/vmwareapi_conn.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/xenapi/volumeops.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/xenapi_conn.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/volume/api.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/589,happy path finished,True,{},False,{},False,{}
139,591,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [{'start_line': 1240, 'end_line': 1241, 'comment': '# NOTE(vish): Wait for InstanceNotFound, then verify that #             the instance is actually deleted.', 'include_SATD': False}], 'filename': 'nova/tests/api/ec2/test_cloud.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/591,fix/speedup cloud test cases,True,{},False,{},False,{}
140,592,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/compute/manager.py'}, {'a_comments': [{'start_line': 0, 'end_line': 0, 'comment': '# vim: tabstop=4 shiftwidth=4 softtabstop=4', 'include_SATD': False}, {'start_line': 2, 'end_line': 15, 'comment': '# Copyright (c) 2011 VA Linux Systems Japan K.K # Copyright (c) 2011 Isaku Yamahata # #    Licensed under the Apache License, Version 2.0 (the ""License""); you may #    not use this file except in compliance with the License. You may obtain #    a copy of the License at # #         httpwww.apache.org/licenses/LICENSE-2.0 # #    Unless required by applicable law or agreed to in writing, software #    distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT #    WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the #    License for the specific language governing permissions and limitations #    under the License.', 'include_SATD': False}, {'start_line': 25, 'end_line': 25, 'comment': '#LOG.debug(_(""terminating bdm %s"") % bdm)', 'include_SATD': False}], 'b_comments': [], 'filename': 'nova/compute/utils.py'}, {'a_comments': [{'start_line': 900, 'end_line': 900, 'comment': '# Preparing mocks', 'include_SATD': False}], 'b_comments': [], 'filename': 'nova/tests/test_compute.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/test_libvirt.py'}, {'a_comments': [{'start_line': 305, 'end_line': 307, 'comment': '# NOTE(justinsb): We remove the domain definition. We probably # would do better to keep it if cleanup=False (e.g. volumes?) # (e.g. #2 - not losing machines on failure)', 'include_SATD': True}], 'b_comments': [{'start_line': 315, 'end_line': 317, 'comment': '# NOTE(justinsb): We remove the domain definition. We probably # would do better to keep it if cleanup=False (e.g. volumes?) # (e.g. #2 - not losing machines on failure)', 'include_SATD': True}, {'start_line': 405, 'end_line': 407, 'comment': ""# NOTE(vish): This is called to cleanup volumes after live migration, #             so we should still logout even if the instance doesn't #             exist here anymore."", 'include_SATD': False}], 'filename': 'nova/virt/libvirt/connection.py'}, {'a_comments': [{'start_line': 45, 'end_line': 47, 'comment': ""# NOTE(vish): This is called to cleanup volumes after live migration, #             so we should still logout even if the instance doesn't #             exist here anymore."", 'include_SATD': False}], 'b_comments': [], 'filename': 'nova/virt/libvirt/volume.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/592,fixing block device info in terminate,True,{'# NOTE(justinsb): We remove the domain definition. We probably # would do better to keep it if cleanup=False (e.g. volumes?) # (e.g. #2 - not losing machines on failure)': 1},True,{'# NOTE(justinsb): We remove the domain definition. We probably # would do better to keep it if cleanup=False (e.g. volumes?) # (e.g. #2 - not losing machines on failure)': 1},True,{}
141,593,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [{'start_line': 472, 'end_line': 473, 'comment': ""# FIXME(vish): I've kept the files during stop instance, but #              I think start will fail due to the files still"", 'include_SATD': True}, {'start_line': 506, 'end_line': 506, 'comment': '# NOTE(vish): only the mapping portion of info is used for destroy', 'include_SATD': False}, {'start_line': 548, 'end_line': 551, 'comment': ""# FIXME(vish): I've kept the files during stop instance, but #              I think start will fail due to the files still #              existing.  I don't really know what the purpose of #              stop and start are when compared to pause and unpause"", 'include_SATD': True}, {'start_line': 621, 'end_line': 621, 'comment': '# FIXME(vish): we need a way to find the root device name on rebuild', 'include_SATD': True}], 'filename': 'nova/compute/manager.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/driver.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/fake.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/hyperv.py'}, {'a_comments': [], 'b_comments': [{'start_line': 339, 'end_line': 339, 'comment': '# NOTE(vish): we disconnect from volumes regardless', 'include_SATD': False}], 'filename': 'nova/virt/libvirt/connection.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/vmwareapi_conn.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/xenapi_conn.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/593,disconnect from boot volumes on terminate,True,"{""# FIXME(vish): I've kept the files during stop instance, but #              I think start will fail due to the files still"": 1, ""# FIXME(vish): I've kept the files during stop instance, but #              I think start will fail due to the files still #              existing.  I don't really know what the purpose of #              stop and start are when compared to pause and unpause"": 1, '# FIXME(vish): we need a way to find the root device name on rebuild': 1}",True,{},False,{}
142,603,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/test_libvirt.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/603,fix the fake volume driver,True,{},False,{},False,{}
143,601,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/db/sqlalchemy/migrate_repo/versions/047_kill_export_devices.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/db/sqlalchemy/migrate_repo/versions/048_add_connection_info_to_block_device_mapping.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/601,change migrate numbers,True,{},False,{},False,{}
144,605,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/test_libvirt.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/605,use stubs instead of setattr,True,{},False,{},False,{}
145,606,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/test_virt_drivers.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/606,fix virt driver test,True,{},False,{},False,{}
146,596,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/compute/api.py'}, {'a_comments': [{'start_line': 506, 'end_line': 506, 'comment': '# NOTE(vish): only the mapping portion of info is used for destroy', 'include_SATD': False}], 'b_comments': [], 'filename': 'nova/compute/manager.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/db/sqlalchemy/api.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/596,cascade deletes for block device mapping instead of iterating through and deleting,True,{},False,{},False,{}
147,609,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/scheduler/test_scheduler.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/609,fix scheduler test,True,{},False,{},False,{}
148,608,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/volume/api.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/608,changes from volume api,True,{},False,{},False,{}
149,599,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [{'start_line': 105, 'end_line': 105, 'comment': '# NOTE(vish) exists is to make driver assume connecting worked', 'include_SATD': False}], 'filename': 'nova/tests/test_libvirt.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/volume.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/599,write some volume driver tests and fix typos,True,{},False,{},False,{}
150,610,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/contrib/volumes.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/compute/manager.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/integrated/test_volumes.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/test_compute.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/610,fix integrated attach volume test,True,{},False,{},False,{}
151,612,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/volume.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'plugins/xenserver/networking/etc/xensource/scripts/ovs_configure_base_flows.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'plugins/xenserver/networking/etc/xensource/scripts/ovs_configure_vif_flows.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'plugins/xenserver/networking/etc/xensource/scripts/vif_rules.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'plugins/xenserver/xenapi/etc/xapi.d/plugins/xenstore.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'tools/ajaxterm/ajaxterm.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/612,fix rescan and messed up permissions,True,{},False,{},False,{}
152,613,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/db/sqlalchemy/migrate_repo/versions/048_kill_export_devices.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/db/sqlalchemy/migrate_repo/versions/049_add_connection_info_to_block_device_mapping.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/613,renumber migrations,True,{},False,{},False,{}
153,602,"[{'revision': 1, 'changed_files': [{'a_comments': [{'start_line': 1344, 'end_line': 1344, 'comment': '# pylint: disable=W0702', 'include_SATD': False}], 'b_comments': [{'start_line': 1344, 'end_line': 1344, 'comment': '# pylint: disable=W0702', 'include_SATD': False}, {'start_line': 1738, 'end_line': 1739, 'comment': '# NOTE(vish): The mapping is passed in so the driver can disconnect #             from remote volumes if necessary', 'include_SATD': False}], 'filename': 'nova/compute/manager.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/rpc/common.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/602,fix remote error to come from nova exception and test_compute,True,{},False,{},False,{}
154,614,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/volume.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/614,use tuples for login and logout,True,{},False,{},False,{}
155,600,"[{'revision': 1, 'changed_files': [{'a_comments': [{'start_line': 506, 'end_line': 507, 'comment': '# NOTE(vish): The mapping is passed in so the driver can disconnect #             from remote volumes if necessary', 'include_SATD': False}], 'b_comments': [{'start_line': 467, 'end_line': 468, 'comment': '## NOTE(vish): The mapping is passed in so the driver can disconnect ##             from remote volumes if necessary', 'include_SATD': False}, {'start_line': 508, 'end_line': 517, 'comment': ""#bdms = self._get_instance_volume_bdms(context, instance_id) #block_device_mapping = [] #for bdm in bdms: #    cinfo = utils.loads(bdm['connection_info']) #    block_device_mapping.append({'connection_info': cinfo, #                                 'mount_device': #                                 bdm['device_name']}) ## NOTE(vish): The mapping is passed in so the driver can disconnect ##             from remote volumes if necessary #block_device_info = {'block_device_mapping': block_device_mapping}"", 'include_SATD': False}, {'start_line': 1718, 'end_line': 1720, 'comment': '# Block migration needs empty image at destination host # before migration starts, so if any failure occurs, # any empty images has to be deleted.', 'include_SATD': False}, {'start_line': 1736, 'end_line': 1745, 'comment': ""#bdms = self._get_instance_volume_bdms(context, instance_id) #block_device_mapping = [] #for bdm in bdms: #    cinfo = utils.loads(bdm['connection_info']) #    block_device_mapping.append({'connection_info': cinfo, #                                 'mount_device': #                                 bdm['device_name']}) ## NOTE(vish): The mapping is passed in so the driver can disconnect ##             from remote volumes if necessary #block_device_info = {'block_device_mapping': block_device_mapping}"", 'include_SATD': False}], 'filename': 'nova/compute/manager.py'}, {'a_comments': [{'start_line': 817, 'end_line': 817, 'comment': '# mock for volume_api.remove_from_compute', 'include_SATD': False}, {'start_line': 886, 'end_line': 886, 'comment': '# Preparing datas', 'include_SATD': False}, {'start_line': 898, 'end_line': 898, 'comment': '# reload is necessary before setting mocks', 'include_SATD': False}, {'start_line': 908, 'end_line': 912, 'comment': '# executing # make sure every data is rewritten to dest', 'include_SATD': False}], 'b_comments': [{'start_line': 645, 'end_line': 645, 'comment': '# creating instance testdata', 'include_SATD': False}, {'start_line': 651, 'end_line': 651, 'comment': '# start test', 'include_SATD': False}, {'start_line': 655, 'end_line': 655, 'comment': '# cleanup', 'include_SATD': False}, {'start_line': 660, 'end_line': 660, 'comment': '# creating instance testdata', 'include_SATD': False}, {'start_line': 666, 'end_line': 666, 'comment': '# creating mocks', 'include_SATD': False}, {'start_line': 680, 'end_line': 680, 'comment': '# start test', 'include_SATD': False}, {'start_line': 685, 'end_line': 685, 'comment': '# cleanup', 'include_SATD': False}, {'start_line': 690, 'end_line': 690, 'comment': '# creating instance testdata', 'include_SATD': False}, {'start_line': 695, 'end_line': 695, 'comment': '# creating volume testdata', 'include_SATD': False}, {'start_line': 702, 'end_line': 702, 'comment': '# creating mocks', 'include_SATD': False}, {'start_line': 711, 'end_line': 711, 'comment': '# mocks for rollback', 'include_SATD': False}, {'start_line': 717, 'end_line': 717, 'comment': '# start test', 'include_SATD': False}, {'start_line': 723, 'end_line': 723, 'comment': '# cleanup', 'include_SATD': False}, {'start_line': 731, 'end_line': 731, 'comment': '# creating instance testdata', 'include_SATD': False}, {'start_line': 737, 'end_line': 737, 'comment': '# create', 'include_SATD': False}, {'start_line': 744, 'end_line': 744, 'comment': '# start test', 'include_SATD': False}, {'start_line': 749, 'end_line': 749, 'comment': '# cleanup', 'include_SATD': False}, {'start_line': 757, 'end_line': 757, 'comment': '# creating testdata', 'include_SATD': False}, {'start_line': 771, 'end_line': 783, 'comment': '# creating mocks # start test # make sure every data is rewritten to destinatioin hostname.', 'include_SATD': False}], 'filename': 'nova/tests/test_compute.py'}, {'a_comments': [], 'b_comments': [{'start_line': 799, 'end_line': 799, 'comment': '# Creating testdata', 'include_SATD': False}, {'start_line': 805, 'end_line': 805, 'comment': '# Creating mocks', 'include_SATD': False}, {'start_line': 814, 'end_line': 814, 'comment': '# Starting test', 'include_SATD': False}], 'filename': 'nova/tests/test_libvirt.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/fake.py'}, {'a_comments': [], 'b_comments': [{'start_line': 1739, 'end_line': 1739, 'comment': '# Establishing connection to volume server.', 'include_SATD': False}], 'filename': 'nova/virt/libvirt/connection.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/virt/libvirt/volume.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'plugins/xenserver/networking/etc/xensource/scripts/ovs_configure_base_flows.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'plugins/xenserver/networking/etc/xensource/scripts/ovs_configure_vif_flows.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'plugins/xenserver/networking/etc/xensource/scripts/vif_rules.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'plugins/xenserver/xenapi/etc/xapi.d/plugins/xenstore.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'tools/ajaxterm/ajaxterm.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/600,live migration/boot-from-volume test completed,True,{},False,{},False,{}
